Categoria;Titular;Fuente
Sociedad;Hospital Montero comenzará a funcionar en 30 o 40 días;https://www.paginasiete.bo/sociedad/2022/4/10/hospital-montero-comenzara-funcionar-en-30-40-dias-328194.html
Sociedad;Julia intentó dejar a su asesino y era apreciada en Limanipata;https://www.paginasiete.bo/sociedad/2022/4/10/julia-intento-dejar-su-asesino-era-apreciada-en-limanipata-328200.html
Sociedad;Continúa la búsqueda de los restos de una víctima;https://www.paginasiete.bo/sociedad/2022/4/10/continua-la-busqueda-de-los-restos-de-una-victima-328201.html
Sociedad;Registran 62 contagios de Covid-19 y 747 pacientes recuperados en el país;https://www.paginasiete.bo/sociedad/2022/4/9/registran-62-contagios-de-covid-19-747-pacientes-recuperados-en-el-pais-328173.html
Sociedad;Cívicos levantan bloqueo y dan 45 días para reabrir el Hospital de Montero;https://www.paginasiete.bo/sociedad/2022/4/9/civicos-levantan-bloqueo-dan-45-dias-para-reabrir-el-hospital-de-montero-328155.html
Sociedad;Cívicos dicen que no levantarán bloqueos hasta que haya fecha para reabrir el Hospital de Montero;https://www.paginasiete.bo/sociedad/2022/4/9/civicos-dicen-que-no-levantaran-bloqueos-hasta-que-haya-fecha-para-reabrir-el-hospital-de-montero-328130.html
Sociedad;Mira las tiernas fotos de las crías de carachupas y un perezoso recién nacido que fueron rescatados en Santa Cruz;https://www.paginasiete.bo/sociedad/2022/4/9/mira-las-tiernas-fotos-de-las-crias-de-carachupas-un-perezoso-recien-nacido-que-fueron-rescatados-en-santa-cruz-328129.html
Sociedad;Gobierno entrega resolución para reabrir el Hospital de Montero y culpa a la Gobernación por retrasos;https://www.paginasiete.bo/sociedad/2022/4/9/gobierno-entrega-resolucion-para-reabrir-el-hospital-de-montero-culpa-la-gobernacion-por-retrasos-328126.html
Sociedad;Cae el muro de una vivienda patrimonial y la Alcaldía anuncia demolición;https://www.paginasiete.bo/sociedad/2022/4/9/cae-el-muro-de-una-vivienda-patrimonial-la-alcaldia-anuncia-demolicion-328125.html
Sociedad;Jessy discutió con su pareja antes de ser hallada sin vida;https://www.paginasiete.bo/sociedad/2022/4/9/jessy-discutio-con-su-pareja-antes-de-ser-hallada-sin-vida-328110.html
Sociedad;Los 70 años de la Revolución de 1952 en un dossier de colección;https://www.paginasiete.bo/sociedad/2022/4/9/los-70-anos-de-la-revolucion-de-1952-en-un-dossier-de-coleccion-328119.html
Sociedad;Julia fue estrangulada y aún no identifican a mujer decapitada;https://www.paginasiete.bo/sociedad/2022/4/9/julia-fue-estrangulada-aun-no-identifican-mujer-decapitada-328100.html
Sociedad;Caen otros tres menonitas acusados de violar a 25 mujeres en Pailón;https://www.paginasiete.bo/sociedad/2022/4/9/caen-otros-tres-menonitas-acusados-de-violar-25-mujeres-en-pailon-328101.html
Sociedad;La Policía investigará la muerte de la cantante;https://www.paginasiete.bo/sociedad/2022/4/9/la-policia-investigara-la-muerte-de-la-cantante-328111.html
Sociedad;¿Cómo desapareció Vanesa en El Alto? La buscan hace 3 meses;https://www.paginasiete.bo/sociedad/2022/4/9/como-desaparecio-vanesa-en-el-alto-la-buscan-hace-meses-328112.html
Sociedad;Instalan ferias de Ramos en 3 distritos de El Alto;https://www.paginasiete.bo/sociedad/2022/4/9/instalan-ferias-de-ramos-en-distritos-de-el-alto-328113.html
Sociedad;Diálogo entre médicos y ministro de Salud se declara en cuarto intermedio;https://www.paginasiete.bo/sociedad/2022/4/8/dialogo-entre-medicos-ministro-de-salud-se-declara-en-cuarto-intermedio-328079.html
Sociedad;Alcaldía mediará en conflicto de fraternos para proteger declaratoria de patrimonio del Gran Poder;https://www.paginasiete.bo/sociedad/2022/4/8/alcaldia-mediara-en-conflicto-de-fraternos-para-proteger-declaratoria-de-patrimonio-del-gran-poder-328070.html
Sociedad;Periodista procesado por un meme deja celdas policiales;https://www.paginasiete.bo/sociedad/2022/4/8/periodista-procesado-por-un-meme-deja-celdas-policiales-328063.html
Sociedad;Omar Aguilar renuncia al cargo de asesor de la Alcaldía de El Alto;https://www.paginasiete.bo/sociedad/2022/4/8/omar-aguilar-renuncia-al-cargo-de-asesor-de-la-alcaldia-de-el-alto-328055.html
Sociedad;Detienen a un boliviano en España cuando intentaba huir tras ser condenado por abusar de su hija;https://www.paginasiete.bo/sociedad/2022/4/8/detienen-un-boliviano-en-espana-cuando-intentaba-huir-tras-ser-condenado-por-abusar-de-su-hija-328038.html
Sociedad;Hallan muerta a presentadora de TV y a otra mujer decapitada;https://www.paginasiete.bo/sociedad/2022/4/8/hallan-muerta-presentadora-de-tv-otra-mujer-decapitada-328003.html
Sociedad;El feminicida de Pamela aún no es extraditado;https://www.paginasiete.bo/sociedad/2022/4/8/el-feminicida-de-pamela-aun-no-es-extraditado-328004.html
Sociedad;Sepa cómo comprar mariscos para Semana Santa;https://www.paginasiete.bo/sociedad/2022/4/8/sepa-como-comprar-mariscos-para-semana-santa-328005.html
Sociedad;Cebras paceñas están en peligro de extinción, convocan sólo a 50;https://www.paginasiete.bo/sociedad/2022/4/8/cebras-pacenas-estan-en-peligro-de-extincion-convocan-solo-50-328006.html
Sociedad;Un joven pierde la vida tras una brutal golpiza en Riberalta;https://www.paginasiete.bo/sociedad/2022/4/8/un-joven-pierde-la-vida-tras-una-brutal-golpiza-en-riberalta-328024.html
Sociedad;Oruro levanta medidas horarias contra la covid;https://www.paginasiete.bo/sociedad/2022/4/8/oruro-levanta-medidas-horarias-contra-la-covid-328025.html
Sociedad;5.000 vitivinícolas ven riesgo de contaminación por relleno;https://www.paginasiete.bo/sociedad/2022/4/8/5000-vitivinicolas-ven-riesgo-de-contaminacion-por-relleno-328026.html
Sociedad;Salud: protestan en 4 regiones y exigen cambios en la CNS;https://www.paginasiete.bo/sociedad/2022/4/8/salud-protestan-en-regiones-exigen-cambios-en-la-cns-328028.html
Sociedad;Las 25 víctimas de violaciones y abuso de los 3 menonitas tenían desde 6 años;https://www.paginasiete.bo/sociedad/2022/4/8/las-25-victimas-de-violaciones-abuso-de-los-menonitas-tenian-desde-anos-328031.html
Sociedad;Arias hará pabellones en el cementerio La Llamita;https://www.paginasiete.bo/sociedad/2022/4/8/arias-hara-pabellones-en-el-cementerio-la-llamita-328032.html
Sociedad;Fensegural radicaliza protestas contra el gerente de la CNS y convoca a paro de 48 horas;https://www.paginasiete.bo/sociedad/2022/4/7/fensegural-radicaliza-protestas-contra-el-gerente-de-la-cns-convoca-paro-de-48-horas-327983.html
Sociedad;"Aún no identifican a la mujer decapitada; la Fiscalía cree que sus restos están en otros puntos";https://www.paginasiete.bo/sociedad/2022/4/7/aun-no-identifican-la-mujer-decapitada-la-fiscalia-cree-que-sus-restos-estan-en-otros-puntos-327984.html
Sociedad;"Hallan muerta a Jessica, cantante y presentadora de TV; la familia sospecha de la pareja";https://www.paginasiete.bo/sociedad/2022/4/7/hallan-muerta-jessica-cantante-presentadora-de-tv-la-familia-sospecha-de-la-pareja-327979.html
Sociedad;Fiscalía investiga como feminicidio la muerte de mujer hallada decapitada;https://www.paginasiete.bo/sociedad/2022/4/7/fiscalia-investiga-como-feminicidio-la-muerte-de-mujer-hallada-decapitada-327980.html
Sociedad;Bloqueos en Santa Cruz: cívicos y vendedores de pescado acatan paro y cañeros preparan tractorazo;https://www.paginasiete.bo/sociedad/2022/4/7/bloqueos-en-santa-cruz-civicos-vendedores-de-pescado-acatan-paro-caneros-preparan-tractorazo-327956.html
Sociedad;En Potosí, de 32 asambleístas, 22 votan por sumarse al proceso penal de las «ambulancias fantasmas»;https://www.paginasiete.bo/sociedad/2022/4/7/en-potosi-de-32-asambleistas-22-votan-por-sumarse-al-proceso-penal-de-las-ambulancias-fantasmas-327901.html
Sociedad;Parqueos y publicidad, las ideas para bajar subvención del Puma;https://www.paginasiete.bo/sociedad/2022/4/7/parqueos-publicidad-las-ideas-para-bajar-subvencion-del-puma-327932.html
Sociedad;Pasaje Núñez del Prado se convertirá en un boulevard;https://www.paginasiete.bo/sociedad/2022/4/7/pasaje-nunez-del-prado-se-convertira-en-un-boulevard-327933.html
Sociedad;Con 50% más de lluvia, muros, vías y casas se desploman en La Paz;https://www.paginasiete.bo/sociedad/2022/4/7/con-50-mas-de-lluvia-muros-vias-casas-se-desploman-en-la-paz-327934.html
Sociedad;Conflicto: 3.000 bolivianos piden luz y agua en Argentina;https://www.paginasiete.bo/sociedad/2022/4/7/conflicto-3000-bolivianos-piden-luz-agua-en-argentina-327939.html
Sociedad;Mujer muere a manos del hijo de su dueña de casa;https://www.paginasiete.bo/sociedad/2022/4/7/mujer-muere-manos-del-hijo-de-su-duena-de-casa-327943.html
Sociedad;Una mujer fue brutalmente golpeada y otra lucha por salvar su vida en UTI;https://www.paginasiete.bo/sociedad/2022/4/7/una-mujer-fue-brutalmente-golpeada-otra-lucha-por-salvar-su-vida-en-uti-327944.html
Sociedad;Tras dos semanas, persiste el hacinamiento en neonatología del Hospital Percy Boland;https://www.paginasiete.bo/sociedad/2022/4/6/tras-dos-semanas-persiste-el-hacinamiento-en-neonatologia-del-hospital-percy-boland-327898.html
Sociedad;Perros pitbull atacan a dos personas en El Alto, una de ellas tiene graves heridas;https://www.paginasiete.bo/sociedad/2022/4/6/perros-pitbull-atacan-dos-personas-en-el-alto-una-de-ellas-tiene-graves-heridas-327888.html
Sociedad;Caen tres hombres por la violación de 12 mujeres menonitas en Pailón;https://www.paginasiete.bo/sociedad/2022/4/6/caen-tres-hombres-por-la-violacion-de-12-mujeres-menonitas-en-pailon-327891.html
Sociedad;Conflicto legal amenaza con suspender la entrada de Gran Poder;https://www.paginasiete.bo/sociedad/2022/4/6/conflicto-legal-amenaza-con-suspender-la-entrada-de-gran-poder-327872.html
Sociedad;HRW, sobre detención domiciliaria para periodista: «Un poco de sentido común en un proceso sin pies ni cabeza»;https://www.paginasiete.bo/sociedad/2022/4/6/hrw-sobre-detencion-domiciliaria-para-periodista-un-poco-de-sentido-comun-en-un-proceso-sin-pies-ni-cabeza-327870.html
Sociedad;En Santa Cruz, tres sectores bloquean en cinco puntos del departamento;https://www.paginasiete.bo/sociedad/2022/4/6/en-santa-cruz-tres-sectores-bloquean-en-cinco-puntos-del-departamento-327867.html
Sociedad;En Achachicala se desploma un muro de seis metros y cae sobre tres viviendas;https://www.paginasiete.bo/sociedad/2022/4/6/en-achachicala-se-desploma-un-muro-de-seis-metros-cae-sobre-tres-viviendas-327865.html
Sociedad;Familiares de 6 feminicidas los ayudaron a huir o encubrieron;https://www.paginasiete.bo/sociedad/2022/4/6/familiares-de-feminicidas-los-ayudaron-huir-encubrieron-327821.html
Sociedad;Se inicia vacunación contra 24 patologías infantiles;https://www.paginasiete.bo/sociedad/2022/4/6/se-inicia-vacunacion-contra-24-patologias-infantiles-327817.html
Sociedad;2,2 millones de personas aún no recibieron la segunda dosis;https://www.paginasiete.bo/sociedad/2022/4/6/22-millones-de-personas-aun-no-recibieron-la-segunda-dosis-327819.html
Sociedad;Bolivia registra casi 12.000 denuncias de violencia;https://www.paginasiete.bo/sociedad/2022/4/6/bolivia-registra-casi-12000-denuncias-de-violencia-327820.html
Sociedad;Ante desborde de río, Mecapaca abre vía alterna;https://www.paginasiete.bo/sociedad/2022/4/6/ante-desborde-de-rio-mecapaca-abre-via-alterna-327856.html
Sociedad;Declaran improcedente amparo de Mujeres Creando contra Arce y Galindo protesta;https://www.paginasiete.bo/sociedad/2022/4/5/declaran-improcedente-amparo-de-mujeres-creando-contra-arce-galindo-protesta-327801.html
Sociedad;Ambulancias fantasmas: aprehenden al dueño de Estefals Logistic;https://www.paginasiete.bo/sociedad/2022/4/5/ambulancias-fantasmas-aprehenden-al-dueno-de-estefals-logistic-327805.html
Sociedad;Detención domiciliaria con salidas laborales para periodista denunciado por un meme;https://www.paginasiete.bo/sociedad/2022/4/5/detencion-domiciliaria-con-salidas-laborales-para-periodista-denunciado-por-un-meme-327802.html
Sociedad;En 2022 se incrementaron las denuncias de violencia contra la mujer;https://www.paginasiete.bo/sociedad/2022/4/5/en-2022-se-incrementaron-las-denuncias-de-violencia-contra-la-mujer-327792.html
Sociedad;Unitas: AJAM vulnera la institucionalidad democrática con proceso a periodista;https://www.paginasiete.bo/sociedad/2022/4/5/unitas-ajam-vulnera-la-institucionalidad-democratica-con-proceso-periodista-327775.html
Sociedad;Estudio halla 64.542 muertos covid, el triple del registro oficial;https://www.paginasiete.bo/sociedad/2022/4/5/estudio-halla-64542-muertos-covid-el-triple-del-registro-oficial-327756.html
Sociedad;Bolivia ya no registra la Delta y analiza reducir medidas pronto;https://www.paginasiete.bo/sociedad/2022/4/5/bolivia-ya-no-registra-la-delta-analiza-reducir-medidas-pronto-327743.html
Sociedad;La Paz alcanza a vacunar al 66% de sus escolares;https://www.paginasiete.bo/sociedad/2022/4/5/la-paz-alcanza-vacunar-al-66-de-sus-escolares-327744.html
Sociedad;Alcaldía inicia demolición de 3 ambientes en San Luis;https://www.paginasiete.bo/sociedad/2022/4/5/alcaldia-inicia-demolicion-de-ambientes-en-san-luis-327755.html
Sociedad;La Paz registra el mayor número de casos de feminicidio del país;https://www.paginasiete.bo/sociedad/2022/4/5/la-paz-registra-el-mayor-numero-de-casos-de-feminicidio-del-pais-327765.html
Sociedad;Policía: Wilma tuvo una relación de dos años con su feminicida;https://www.paginasiete.bo/sociedad/2022/4/5/policia-wilma-tuvo-una-relacion-de-dos-anos-con-su-feminicida-327766.html
Sociedad;Los médicos irán al diálogo con Auza y salubristas pararán;https://www.paginasiete.bo/sociedad/2022/4/5/los-medicos-iran-al-dialogo-con-auza-salubristas-pararan-327768.html
Sociedad;Choque con jucus acaba con 1 herido;https://www.paginasiete.bo/sociedad/2022/4/5/choque-con-jucus-acaba-con-herido-327770.html
Sociedad;Choferes se oponen a controles de carnet anticovid y advierten con «guerra» contra Arias;https://www.paginasiete.bo/sociedad/2022/4/4/choferes-se-oponen-controles-de-carnet-anticovid-advierten-con-guerra-contra-arias-327712.html
Sociedad;Periodista encarcelado: HRW califica como «lamentable» actuación de Lafuente, el juez y fiscal;https://www.paginasiete.bo/sociedad/2022/4/4/periodista-encarcelado-hrw-califica-como-lamentable-actuacion-de-lafuente-el-juez-fiscal-327717.html
Sociedad;Médicos suspenden el paro y aceptan el diálogo con el Gobierno convocado para el viernes;https://www.paginasiete.bo/sociedad/2022/4/4/medicos-suspenden-el-paro-aceptan-el-dialogo-con-el-gobierno-convocado-para-el-viernes-327714.html
Sociedad;Lima considera «excesiva» la prisión preventiva para periodista y dice que debe defenderse en libertad;https://www.paginasiete.bo/sociedad/2022/4/4/lima-considera-excesiva-la-prision-preventiva-para-periodista-dice-que-debe-defenderse-en-libertad-327705.html
Sociedad;Al menos tres casas en Cristo Rey resultan afectadas por las lluvias;https://www.paginasiete.bo/sociedad/2022/4/4/al-menos-tres-casas-en-cristo-rey-resultan-afectadas-por-las-lluvias-327702.html
Sociedad;TDJ admite amparos contra el presidente Arce y el titular del Senado, presentados por Mujeres Creando;https://www.paginasiete.bo/sociedad/2022/4/4/tdj-admite-amparos-contra-el-presidente-arce-el-titular-del-senado-presentados-por-mujeres-creando-327699.html
Sociedad;Antes de irse a Londres, Wilma trabajó en España;https://www.paginasiete.bo/sociedad/2022/4/4/antes-de-irse-londres-wilma-trabajo-en-espana-327690.html
Sociedad;Salud anuncia 2.340 ítems e invitación «por escrito» a sectores movilizados;https://www.paginasiete.bo/sociedad/2022/4/4/salud-anuncia-2340-items-invitacion-por-escrito-sectores-movilizados-327688.html
Sociedad;La bebé Ashlyn murió tras 15 días de golpes, van 12 infanticidios este año;https://www.paginasiete.bo/sociedad/2022/4/4/la-bebe-ashlyn-murio-tras-15-dias-de-golpes-van-12-infanticidios-este-ano-327673.html
Sociedad;Auza: El 91% de los fallecidos por covid en Bolivia fueron personas no vacunadas;https://www.paginasiete.bo/sociedad/2022/4/4/auza-el-91-de-los-fallecidos-por-covid-en-bolivia-fueron-personas-no-vacunadas-327686.html
Sociedad;Familia y amistades de Wilma no conocían a su feminicida;https://www.paginasiete.bo/sociedad/2022/4/4/familia-amistades-de-wilma-no-conocian-su-feminicida-327669.html
Sociedad;Seis meses a prisión por trata para el feminicida;https://www.paginasiete.bo/sociedad/2022/4/4/seis-meses-prision-por-trata-para-el-feminicida-327670.html
Sociedad;Informe: 141 feminicidas y violadores están libres;https://www.paginasiete.bo/sociedad/2022/4/4/informe-141-feminicidas-violadores-estan-libres-327671.html
Sociedad;Sentencia del TCP evitará dar libertad por falsa enfermedad;https://www.paginasiete.bo/sociedad/2022/4/4/sentencia-del-tcp-evitara-dar-libertad-por-falsa-enfermedad-327672.html
Sociedad;Amenaza: perros salvajes ponen en riesgo a cóndores, pumas y zorros;https://www.paginasiete.bo/sociedad/2022/4/4/amenaza-perros-salvajes-ponen-en-riesgo-condores-pumas-zorros-327674.html
Sociedad;Con llanto y dolor despiden a Valeria en Cochabamba;https://www.paginasiete.bo/sociedad/2022/4/4/con-llanto-dolor-despiden-valeria-en-cochabamba-327679.html
Sociedad;Médicos ratifican paro para mañana;https://www.paginasiete.bo/sociedad/2022/4/4/medicos-ratifican-paro-para-manana-327680.html
Sociedad;La mujer y el hombre más fuertes se conocieron en El Alto;https://www.paginasiete.bo/sociedad/2022/4/4/la-mujer-el-hombre-mas-fuertes-se-conocieron-en-el-alto-327681.html
Sociedad;Se reactiva un deslizamiento en la zona de San Luis;https://www.paginasiete.bo/sociedad/2022/4/4/se-reactiva-un-deslizamiento-en-la-zona-de-san-luis-327682.html
Sociedad;La Iglesia condena los linchamientos;https://www.paginasiete.bo/sociedad/2022/4/4/la-iglesia-condena-los-linchamientos-327683.html
Sociedad;Alanoca desmiente a Copa sobre condecoración y dice que quiere “tapar su mala gestión”;https://www.paginasiete.bo/sociedad/2022/4/3/alanoca-desmiente-copa-sobre-condecoracion-dice-que-quiere-tapar-su-mala-gestion-327620.html
Sociedad;Alcaldía de La Paz sancionará a proveedores de desayuno escolar que incumplan en calidad;https://www.paginasiete.bo/sociedad/2022/4/3/alcaldia-de-la-paz-sancionara-proveedores-de-desayuno-escolar-que-incumplan-en-calidad-327611.html
Sociedad;Comisión identifica 141 casos «observados» de sentenciados que fueron liberados;https://www.paginasiete.bo/sociedad/2022/4/3/comision-identifica-141-casos-observados-de-sentenciados-que-fueron-liberados-327610.html
Sociedad;Vocal del TSE presenta proyecto de ley de identidad cultural;https://www.paginasiete.bo/sociedad/2022/4/3/vocal-del-tse-presenta-proyecto-de-ley-de-identidad-cultural-327609.html
Sociedad;Desde Av. del Poeta, cierran conexiones a Miraflores y San Jorge por caída de árbol y cable de alta tensión;https://www.paginasiete.bo/sociedad/2022/4/3/desde-av-del-poeta-cierran-conexiones-miraflores-san-jorge-por-caida-de-arbol-cable-de-alta-tension-327608.html
Sociedad;Familiares del periodista encarcelado denuncian abuso de poder;https://www.paginasiete.bo/sociedad/2022/4/3/familiares-del-periodista-encarcelado-denuncian-abuso-de-poder-327603.html
Sociedad;"El país se estremece con feminicidios de Wilma y Valeria; van 23 en 2022";https://www.paginasiete.bo/sociedad/2022/4/3/el-pais-se-estremece-con-feminicidios-de-wilma-valeria-van-23-en-2022-327592.html
Sociedad;El feminicida de Wilma no estaba entre los principales sospechosos;https://www.paginasiete.bo/sociedad/2022/4/3/el-feminicida-de-wilma-no-estaba-entre-los-principales-sospechosos-327593.html
Sociedad;Dos malls con cientos de locales y patios de comidas dan otro rostro a la Uyustus;https://www.paginasiete.bo/sociedad/2022/4/3/dos-malls-con-cientos-de-locales-patios-de-comidas-dan-otro-rostro-la-uyustus-327584.html
Sociedad;Subalcaldía: Los dos malls dan modernidad a La Paz;https://www.paginasiete.bo/sociedad/2022/4/3/subalcaldia-los-dos-malls-dan-modernidad-la-paz-327585.html
Sociedad;De nuevo se escucha el pedido de justicia;https://www.paginasiete.bo/sociedad/2022/4/3/de-nuevo-se-escucha-el-pedido-de-justicia-327594.html
Sociedad;Delicias frías para volver a activar la economía;https://www.paginasiete.bo/sociedad/2022/4/3/delicias-frias-para-volver-activar-la-economia-327596.html
Sociedad;Presentan un amparo constitucional contra Luis Arce y Andrónico Rodríguez;https://www.paginasiete.bo/sociedad/2022/4/2/presentan-un-amparo-constitucional-contra-luis-arce-andronico-rodriguez-327511.html
Sociedad;Encuentran el cuerpo sin vida de Wilma en la ruta a Coroico;https://www.paginasiete.bo/sociedad/2022/4/2/encuentran-el-cuerpo-sin-vida-de-wilma-en-la-ruta-coroico-327547.html
Sociedad;Su agresor la denunció, la amedrenta y por falta de atención en la justicia, contó su historia en redes;https://www.paginasiete.bo/sociedad/2022/4/2/su-agresor-la-denuncio-la-amedrenta-por-falta-de-atencion-en-la-justicia-conto-su-historia-en-redes-327542.html
Sociedad;Al menos cinco muertos en un accidente de tránsito en el Chapare;https://www.paginasiete.bo/sociedad/2022/4/2/al-menos-cinco-muertos-en-un-accidente-de-transito-en-el-chapare-327540.html
Sociedad;Antes de operar, nuevos Pumas pasarán por periodo de prueba;https://www.paginasiete.bo/sociedad/2022/4/2/antes-de-operar-nuevos-pumas-pasaran-por-periodo-de-prueba-327491.html
Sociedad;Para matar a Valeria y ocultar su cuerpo, José Luis alquiló 2 casas;https://www.paginasiete.bo/sociedad/2022/4/2/para-matar-valeria-ocultar-su-cuerpo-jose-luis-alquilo-casas-327510.html
Sociedad;Larrea anuncia “bloqueo de los mil servicios”;https://www.paginasiete.bo/sociedad/2022/4/2/larrea-anuncia-bloqueo-de-los-mil-servicios-327515.html
Sociedad;Policía arresta a 13 activistas por una protesta en colegio;https://www.paginasiete.bo/sociedad/2022/4/2/policia-arresta-13-activistas-por-una-protesta-en-colegio-327517.html
Sociedad;Salud anuncia mesas de diálogo con médicos, el sector movilizado espera convocatoria escrita;https://www.paginasiete.bo/sociedad/2022/4/1/salud-anuncia-mesas-de-dialogo-con-medicos-el-sector-movilizado-espera-convocatoria-escrita-327473.html
Sociedad;Presentan al asesino de Valeria y Gobierno pide 30 años de prisión;https://www.paginasiete.bo/sociedad/2022/4/1/presentan-al-asesino-de-valeria-gobierno-pide-30-anos-de-prision-327478.html
Sociedad;Marcha de perros y humanos alza la voz contra el maltrato animal;https://www.paginasiete.bo/sociedad/2022/4/1/marcha-de-perros-humanos-alza-la-voz-contra-el-maltrato-animal-327469.html
Sociedad;Periodista es encarcelado por publicar memes de la directora de la AJAM;https://www.paginasiete.bo/sociedad/2022/4/1/periodista-es-encarcelado-por-publicar-memes-de-la-directora-de-la-ajam-327459.html
Sociedad;Llegan 48 PumaKatari a Patacamaya y Arias dice que el transporte resurgirá «como el ave Fénix»;https://www.paginasiete.bo/sociedad/2022/4/1/llegan-48-pumakatari-patacamaya-arias-dice-que-el-transporte-resurgira-como-el-ave-fenix-327454.html
Sociedad;Piden a los paceños que muestren carnet anticovid;https://www.paginasiete.bo/sociedad/2022/4/1/piden-los-pacenos-que-muestren-carnet-anticovid-327419.html
Sociedad;La Paz registra 11 días sin muertes a causa de la covid;https://www.paginasiete.bo/sociedad/2022/4/1/la-paz-registra-11-dias-sin-muertes-causa-de-la-covid-327420.html
Sociedad;Roban un perro por día y la Policía identifica cuatro clanes;https://www.paginasiete.bo/sociedad/2022/4/1/roban-un-perro-por-dia-la-policia-identifica-cuatro-clanes-327421.html
Sociedad;La Casa de la Mascota esterilizará 40 perros y gatos;https://www.paginasiete.bo/sociedad/2022/4/1/la-casa-de-la-mascota-esterilizara-40-perros-gatos-327422.html
Sociedad;Defensoría, directora y padres dan un revés a niña que denunció abuso sexual;https://www.paginasiete.bo/sociedad/2022/4/1/defensoria-directora-padres-dan-un-reves-nina-que-denuncio-abuso-sexual-327423.html
Sociedad;Titular del CEUB dice que no pasó lista a la Fiscalía;https://www.paginasiete.bo/sociedad/2022/4/1/titular-del-ceub-dice-que-no-paso-lista-la-fiscalia-327426.html
Sociedad;Salubristas paran en siete regiones;https://www.paginasiete.bo/sociedad/2022/4/1/salubristas-paran-en-siete-regiones-327428.html
Sociedad;Arce: 99% de escuelas pasan clases;https://www.paginasiete.bo/sociedad/2022/4/1/arce-99-de-escuelas-pasan-clases-327429.html
Sociedad;Hallan sin vida a Valeria, reportada como desaparecida en Cochabamba;https://www.paginasiete.bo/sociedad/2022/3/31/hallan-sin-vida-valeria-reportada-como-desaparecida-en-cochabamba-327403.html
Sociedad;"En Argentina prohíben el Mentisan; INTI sale al frente y garantiza su calidad y eficacia";https://www.paginasiete.bo/sociedad/2022/3/31/en-argentina-prohiben-el-mentisan-inti-sale-al-frente-garantiza-su-calidad-eficacia-327385.html
Sociedad;Gases y enfrentamientos entre activistas y padres en colegio donde se denuncia agresión sexual a niña;https://www.paginasiete.bo/sociedad/2022/3/31/gases-enfrentamientos-entre-activistas-padres-en-colegio-donde-se-denuncia-agresion-sexual-nina-327379.html
Sociedad;Muere «Chacho» Arraya, personalidad de los medios de comunicación y las tablas;https://www.paginasiete.bo/sociedad/2022/3/31/muere-chacho-arraya-personalidad-de-los-medios-de-comunicacion-las-tablas-327376.html
Sociedad;Arias a evangélicos: Si dicen amar a Dios, amen a su prójimo, salven a su prójimo;https://www.paginasiete.bo/sociedad/2022/3/31/arias-evangelicos-si-dicen-amar-dios-amen-su-projimo-salven-su-projimo-327371.html
Sociedad;Galindo aplaza el acto que tenía previsto para evitar confrontación con seguidores de Patty;https://www.paginasiete.bo/sociedad/2022/3/31/galindo-aplaza-el-acto-que-tenia-previsto-para-evitar-confrontacion-con-seguidores-de-patty-327353.html
Sociedad;Prueba de ADN confirma que la bebé abandonada en un micro de Santa Cruz no es Daylín;https://www.paginasiete.bo/sociedad/2022/3/31/prueba-de-adn-confirma-que-la-bebe-abandonada-en-un-micro-de-santa-cruz-no-es-daylin-327351.html
Sociedad;Una niña de 7 años sufre la picadura de una viuda negra en una comunidad de Potosí;https://www.paginasiete.bo/sociedad/2022/3/31/una-nina-de-anos-sufre-la-picadura-de-una-viuda-negra-en-una-comunidad-de-potosi-327345.html
Sociedad;Pumas: 3 rutas son las menos usadas y alistan relanzamientos;https://www.paginasiete.bo/sociedad/2022/3/31/pumas-rutas-son-las-menos-usadas-alistan-relanzamientos-327323.html
Sociedad;¿Dónde están Wilma y Valeria? Sigue la búsqueda e investigan a sus exparejas;https://www.paginasiete.bo/sociedad/2022/3/31/donde-estan-wilma-valeria-sigue-la-busqueda-investigan-sus-exparejas-327324.html
Sociedad;Rige la ley de presentación del carnet de vacunación;https://www.paginasiete.bo/sociedad/2022/3/31/rige-la-ley-de-presentacion-del-carnet-de-vacunacion-327322.html
Sociedad;Un niño de dos años fue abandonado en El Alto;https://www.paginasiete.bo/sociedad/2022/3/31/un-nino-de-dos-anos-fue-abandonado-en-el-alto-327325.html
Sociedad;El Alto: se crucifica por medicinas para centros;https://www.paginasiete.bo/sociedad/2022/3/31/el-alto-se-crucifica-por-medicinas-para-centros-327334.html
Sociedad;Con quenas y misa criolla La Paz grita “¡Paz para Ucrania!”;https://www.paginasiete.bo/sociedad/2022/3/31/con-quenas-misa-criolla-la-paz-grita-paz-para-ucrania-327335.html
Sociedad;Aprehenden a la expareja de Wilma Edith;https://www.paginasiete.bo/sociedad/2022/3/30/aprehenden-la-expareja-de-wilma-edith-327294.html
Sociedad;Sectores de Santa Cruz suspenden la marcha por el censo debido a la lluvia;https://www.paginasiete.bo/sociedad/2022/3/30/sectores-de-santa-cruz-suspenden-la-marcha-por-el-censo-debido-la-lluvia-327273.html
Sociedad;Por instrucción de Jhonny Fernández, subalcaldes ponen su cargo a disposición;https://www.paginasiete.bo/sociedad/2022/3/30/por-instruccion-de-jhonny-fernandez-subalcaldes-ponen-su-cargo-disposicion-327266.html
